mine_id,month,year,planned_production_tpd,rainfall_mm,equipment_availability_pct,blasting_days,haul_road_condition,crusher_capacity_tpd,num_dumpers,num_shovels,lag_1,lag_2,lag_3,predicted_production_tpd,shortfall_risk
Mine_A_Dongri_Buzurg,11,2026,1324.0876121707438,11.455733387833828,0.9457612398038776,16,5,1463.1842238450306,5,2,790.5956440297864,949.9957871699404,1244.8587327255557,744.4470644888148,High
Mine_A_Dongri_Buzurg,12,2026,760.0924345348956,20.286484649433422,0.8096252455229702,25,4,862.9883478556025,8,4,1485.5542947728502,1050.1218203672238,775.7544893780829,788.5454162169319,Low
Mine_B_Chikla,1,2026,807.6580127230325,39.84195323423437,0.8758993666227228,21,5,1005.5932095641924,8,4,1314.3333872069693,839.7846108803317,1358.8457196693375,885.826659919205,Low
Mine_B_Chikla,2,2026,886.4959908767228,33.79273688135724,0.9052181675567522,23,5,1038.39464439903,5,4,1439.5824715691238,1249.8177472750058,502.2325531441088,863.4599938601949,Low
Mine_B_Chikla,3,2026,1409.870874080447,11.362404559197724,0.995262580022128,21,4,1741.6658345844378,8,2,1094.794571385757,1175.6604968379388,737.2762783837527,1107.0489642665063,High
Mine_B_Chikla,4,2026,1306.744743472252,24.734257440829094,0.9594853860766366,19,3,1511.2850398560074,5,2,907.672458148116,1471.3989875699615,546.5595988241957,790.6239519020268,High
Mine_B_Chikla,5,2026,661.7482901442525,48.58418752851003,0.8698946602278346,19,5,823.9590059779993,6,3,1479.690103391038,1008.766799289682,610.59645666896,496.77327763613613,High
Mine_B_Chikla,6,2026,549.8426500877263,345.8221221097708,0.674341122259718,13,1,637.2571971992609,8,2,809.4255858571547,1037.812364629383,1032.3791375175056,119.3942115769841,High
Mine_B_Chikla,7,2026,821.549708012712,483.7134094950976,0.6979346131033124,6,1,954.2304417286892,8,3,1257.4142789089233,745.8393191938221,537.2561899410344,172.62892638581818,High
Mine_B_Chikla,8,2026,826.8486185035445,256.5778995485012,0.679343823310157,7,2,963.9979184979156,7,4,1058.2069579002082,885.4838907307205,681.3810477003796,199.19912065696647,High
Mine_B_Chikla,9,2026,769.3649698871399,431.5928237702632,0.6905655609402851,0,1,970.0935026933984,6,3,728.5071455144654,526.8605911583039,732.7401473908277,150.60471478689215,High
Mine_B_Chikla,10,2026,780.4275350582782,1.9680970871064352,0.9469710411616756,16,4,980.2525034859063,8,3,517.4832874085427,1189.2747885976896,1155.3388051372217,687.9190919123349,High
Mine_B_Chikla,11,2026,597.9254499855778,37.82045962004976,0.9994682671056596,16,3,665.3723797893755,8,2,883.7640905040835,811.62279968354,968.820524448232,422.24162284259756,High
Mine_B_Chikla,12,2026,727.5626611786857,48.13208314734406,0.9555659958280408,19,5,891.0335720121122,5,4,1047.6853928773087,1040.367009666698,958.4125230554585,713.812134290367,Low
Mine_C_Munsar,1,2026,853.9638569422241,37.38204577913658,0.9894474950472664,22,5,1029.472614927863,8,2,683.1904009534667,754.992396410949,1268.4325542576244,805.2418923398765,Medium
Mine_C_Munsar,2,2026,762.429985057318,35.32428175036126,0.916004960463394,15,3,925.1937794885677,8,4,914.5548858612268,1121.0362003396583,956.7214120743351,677.3170846488125,High
Mine_C_Munsar,3,2026,640.3627313861006,15.543505860873651,0.9246238976189368,18,4,740.99077640136,6,2,1115.1899306589598,947.5824929540444,848.4887429180463,400.54530556057915,High
Mine_C_Munsar,4,2026,1389.332964744111,15.6820549593435,0.9281306331640224,17,4,1765.087151091887,6,2,1214.9231264211244,981.8606523862942,1462.4510456043326,774.2722002585415,High
Mine_C_Munsar,5,2026,1161.804350682417,35.26456962498972,0.9935906685468264,19,4,1343.6281027894802,5,3,552.7425299065374,1442.6071398153265,508.293309437857,803.8664483866829,High
Mine_C_Munsar,6,2026,1186.237489960812,261.94150986085015,0.7036871362927599,9,1,1361.1038191090818,5,4,1164.1808218023607,1206.16032312386,805.3930000753838,254.79660137568965,High
Mine_C_Munsar,7,2026,1105.986270265057,277.23259853672965,0.6411541043908743,7,1,1262.833748848837,8,3,556.6673088777198,761.8997356000739,1109.392716379723,231.8868788847476,High
Mine_C_Munsar,8,2026,670.9389281355766,454.81288261653725,0.7124795995069596,0,2,754.5973575156138,7,4,528.1854953593438,1003.9218177414256,1282.809236052805,146.53019805357454,High
Mine_C_Munsar,9,2026,794.7266967276769,387.2991169793198,0.636540773318147,7,1,899.3285997099775,6,3,652.4120259105057,966.6728190519784,1316.4129547585642,150.97393899233745,High
Mine_C_Munsar,10,2026,1205.82689528211,28.81853049277721,0.9839682047977352,25,5,1368.9598795231525,5,4,1153.6440572115653,1295.0526068783638,546.0731318551725,1153.099810524214,Low
Mine_C_Munsar,11,2026,1285.271938990012,7.192940348164967,0.9713628874267708,23,5,1492.295534193949,7,2,552.8214428844567,1333.355114096203,1209.1320555575878,1117.2090229812684,High
Mine_C_Munsar,12,2026,591.067326855771,35.621486634247354,0.8286414311039875,24,5,660.0147136209945,6,2,520.8962122055741,783.4428227417254,1220.253643471817,400.58782172208885,High
Mine_D_Balaghat,1,2026,583.6566816723441,32.12865961313713,0.9074924740538004,25,5,733.1356744921466,7,3,617.9595113475539,1321.1514539062364,714.0794214562682,522.5345246269117,High
Mine_D_Balaghat,2,2026,1107.3090409481429,21.11296304935385,0.987029341250074,15,5,1302.2160160879484,7,2,1449.7209907105712,679.5014052910014,612.775028470092,839.5578792039774,High
Mine_D_Balaghat,3,2026,789.2670728360324,10.635664747589818,0.9355739068034908,19,5,973.3997172449627,7,3,1407.2777499272163,1262.7705545376953,1249.686157695302,768.4729411947077,Low
Mine_D_Balaghat,4,2026,575.3002067995641,4.095266961887695,0.903312159818134,25,5,653.010205893781,6,4,586.4659750996541,748.7845438013608,749.5000062372781,533.8036162007916,Medium
Mine_D_Balaghat,5,2026,1257.8325519546938,35.6443574526373,0.8494686413117768,22,3,1454.955045811698,7,2,804.013183516563,797.931157413296,501.6738040836772,794.1557378196163,High
Mine_D_Balaghat,6,2026,1238.5232465713937,495.5569069032165,0.7469829764319134,1,2,1522.0770964970473,6,4,1447.2924390472667,1352.467840188994,723.5726035768611,246.70211314806565,High
Mine_D_Balaghat,7,2026,1340.4112815074784,424.4200406756058,0.6658527752972426,0,2,1738.7192136166657,8,4,597.6876734565012,920.074865056297,531.0680088163125,290.49313946259576,High
Mine_D_Balaghat,8,2026,1368.8090716314496,255.81500984260984,0.7388588556285892,13,2,1742.3999404976207,7,3,594.5959819810342,1490.565824856296,749.1866866941286,433.5196573593878,High
Mine_D_Balaghat,9,2026,763.8648760399199,326.2695567427158,0.7123345917677889,2,1,914.1618952431396,7,3,586.003897734729,651.9430299074411,835.019582331821,147.78061196841062,High
Mine_D_Balaghat,10,2026,755.8488487866298,37.89974988878353,0.9409914245149984,19,4,917.9593034741767,7,3,1476.4762390986757,963.3490380396834,771.4001595379515,677.9380516346403,High
Mine_D_Balaghat,11,2026,919.1997098899492,44.7234380237722,0.990244749127921,20,5,1021.7880160085792,6,3,1243.1085132824326,1232.4503309089362,1419.9370671792444,816.9754198150654,High
Mine_D_Balaghat,12,2026,1207.200872949032,10.984144181263634,0.8718398591286416,25,4,1485.751876317683,6,3,714.4843673592984,505.3670579785074,732.5329473852846,900.5362604477457,High
Mine_E_Kandri,1,2026,914.0671665768364,19.37880002003575,0.963451762202776,18,5,1142.3382924389025,8,3,545.9472612965029,651.8552781930174,967.5348227781012,952.663827509802,Low
Mine_E_Kandri,2,2026,1424.2032957557717,12.558910586692129,0.9732995806663208,17,5,1757.2307608639694,5,3,1465.2415089115334,520.3567494109803,1457.427593844047,1032.2034864298405,High
Mine_E_Kandri,3,2026,1181.037455305568,30.30968123671645,0.9332496540806584,22,4,1362.5193768719912,7,3,925.4890417596912,1492.8778653827535,1379.1994913702222,1006.6484656054795,High
Mine_E_Kandri,4,2026,1357.895757275158,1.3152496801624558,0.9491482705258644,19,3,1685.5516550189482,6,2,1098.3753882949743,1260.6246624214705,809.2584745327613,850.7295080294301,High
Mine_E_Kandri,5,2026,1446.1571217889425,20.30224662413441,0.9831706199883504,24,3,1727.1528217461396,8,3,779.1962334981254,873.5590977466002,826.4902949574687,1380.057197471931,Low
Mine_E_Kandri,6,2026,874.3141582836784,491.7220084130952,0.6741847320317952,9,1,1104.7941350107808,8,4,1258.3603222909328,656.2849346967757,1093.3294025094497,197.95573624802373,High
Mine_E_Kandri,7,2026,505.5700056035506,426.931811190072,0.7986352436250976,9,1,597.1110091101727,7,4,696.8023458940165,590.3832428034507,1417.8628507542298,136.05396156128734,High
Mine_E_Kandri,8,2026,753.2708956674702,450.8064975337919,0.6070966810291395,5,2,853.0748656266319,7,2,1286.9119333755143,1031.907200550912,509.99979545580334,149.88627180087417,High
Mine_E_Kandri,9,2026,1409.5274074254555,345.9648141773595,0.6983715346780849,8,1,1581.753501167536,6,3,730.6030433350347,1475.8913181991988,893.1197921851813,324.89677676800585,High
Mine_E_Kandri,10,2026,964.0740198118182,28.260498414259622,0.9285480853345224,16,3,1131.0544074889783,6,2,597.9122256841434,1174.610944657764,1349.775486362224,592.6996004572286,High
Mine_E_Kandri,11,2026,925.1168989117972,4.465976059188115,0.9608717022672664,19,5,1123.3784748360524,8,3,978.8225545308036,865.1383682587295,910.469978386776,912.0062077273232,Low
Mine_E_Kandri,12,2026,939.88683886454,15.926360224498708,0.9351077543085587,23,4,1209.5859316892352,8,2,1313.2168068956507,1000.8509732374882,1220.0548752199393,835.2034274201286,High
Mine_F_Gumgaon,1,2026,960.0982579549186,34.629381983581595,0.8868567036440304,22,3,1177.567410469191,7,3,884.8646964621693,1498.903367939452,1191.9249024122023,774.3863039276982,High
Mine_F_Gumgaon,2,2026,918.5691555887802,6.121295559162965,0.8023982488056511,25,3,1157.4596736397664,7,3,528.8736506692801,1018.7662288844504,705.4587096303673,771.1264207144121,High
Mine_F_Gumgaon,3,2026,1150.3411692644336,48.09576507056439,0.8841649905735589,19,3,1336.479060433728,7,4,1053.3097122982638,1464.2014857763556,949.5945043669832,921.8729095281665,High
Mine_F_Gumgaon,4,2026,545.8938678750492,21.713408053183556,0.9621721939037584,22,5,666.8122923887316,8,3,1180.4713889235277,516.361718817826,1066.186712812672,608.9489069317999,Low
Mine_F_Gumgaon,5,2026,701.2013468444065,47.90753738799408,0.8370862482809464,20,5,826.0315213898344,6,3,1240.6949453360066,1220.9631282341725,1215.4629352440895,492.04558245893173,High
Mine_F_Gumgaon,6,2026,1025.1589587779172,262.0205916924722,0.6483325620749163,6,2,1303.980843608001,7,2,901.924954309284,1127.1614492131166,1322.389631575085,208.24756890954993,High
Mine_F_Gumgaon,7,2026,1393.1518188525915,388.8877154792505,0.6243469137938501,2,1,1701.2799008565853,7,2,597.0196314924005,1185.3298584573215,1259.9332111694937,316.58076763159823,High
Mine_F_Gumgaon,8,2026,601.6768964309919,404.9128241253758,0.7164950135108212,12,1,738.5023633082149,8,4,1084.3264344633862,1070.5670892574528,528.3114673852301,156.05530742196163,High
Mine_F_Gumgaon,9,2026,1019.4726168593256,407.0778085239923,0.7271280219615919,13,2,1241.0948647485166,5,4,829.5478852381818,544.1767762416558,1170.6378416016655,208.06214138219212,High
Mine_F_Gumgaon,10,2026,710.6165384928618,45.98308285437511,0.8520448042070697,16,5,860.2534534515188,6,4,1446.887482274853,649.5639354918259,997.3154638556732,655.5062930780512,Medium
Mine_F_Gumgaon,11,2026,804.2918585148395,25.3281992341189,0.8660141585657984,20,3,953.1146471279684,6,4,1002.7121080613276,1422.2512703352145,1073.8617358535869,604.5016294820938,High
Mine_F_Gumgaon,12,2026,1104.426418351602,40.63866439250442,0.8488907944858524,25,3,1433.3202911880803,7,3,972.2660467989788,732.9250083671166,872.9662127458769,822.174183816819,High
